rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,twist,linear,x,y,z,angular,x,y,z
1490536603900518561,,116,,1490536603,899715082,'',,,1.9658531428e-25,0.0,0.0,,0.0,0.0,6.04877890093e-24
1490536604003109451,,117,,1490536603,999715082,'',,,1.37609719996e-25,0.0,0.0,,0.0,0.0,4.23414523065e-24
1490536604101248819,,118,,1490536604,99715082,'',,,9.63268039974e-26,0.0,0.0,,0.0,0.0,2.96390166146e-24
1490536604203382365,,119,,1490536604,199715082,'',,,6.74287627982e-26,0.0,0.0,,0.0,0.0,2.07473116302e-24
1490536604301661221,,120,,1490536604,299715082,'',,,4.72001339587e-26,0.0,0.0,,0.0,0.0,1.45231181411e-24
1490536604400281297,,121,,1490536604,399715082,'',,,3.30400937711e-26,0.0,0.0,,0.0,0.0,1.01661826988e-24
1490536604502930735,,122,,1490536604,499715082,'',,,2.31280656398e-26,0.0,0.0,,0.0,0.0,7.11632788916e-25
1490536604601052775,,123,,1490536604,599715082,'',,,1.61896459478e-26,0.0,0.0,,0.0,0.0,4.98142952241e-25
1490536604702995544,,124,,1490536604,699715082,'',,,1.13327521635e-26,0.0,0.0,,0.0,0.0,3.48700066569e-25
1490536604802062957,,125,,1490536604,798610965,'',,,7.93292651444e-27,0.0,0.0,,0.0,0.0,2.44090046598e-25
1490536604904200822,,126,,1490536604,899610965,'',,,5.55304856011e-27,0.0,0.0,,0.0,0.0,1.70863032619e-25
1490536605002510555,,127,,1490536604,999610965,'',,,3.88713399208e-27,0.0,0.0,,0.0,0.0,1.19604122833e-25
1490536605104806508,,128,,1490536605,99610965,'',,,2.72099379445e-27,0.0,0.0,,0.0,0.0,8.37228859832e-26
1490536605203180344,,129,,1490536605,199610965,'',,,1.90469565612e-27,0.0,0.0,,0.0,0.0,5.86060201882e-26
1490536605301562401,,130,,1490536605,299610965,'',,,1.33328695928e-27,0.0,0.0,,0.0,0.0,4.10242141318e-26
1490536605403787134,,131,,1490536605,399610965,'',,,9.33300871497e-28,0.0,0.0,,0.0,0.0,2.87169498922e-26
1490536605502203714,,132,,1490536605,499610965,'',,,6.53310610048e-28,0.0,0.0,,0.0,0.0,2.01018649246e-26
1490536605604587520,,133,,1490536605,599610965,'',,,4.57317427034e-28,0.0,0.0,,0.0,0.0,1.40713054472e-26
1490536605702529932,,134,,1490536605,699610965,'',,,3.20122198924e-28,0.0,0.0,,0.0,0.0,9.84991381304e-27
1490536605806299666,,135,,1490536605,799610965,'',,,2.24085539247e-28,0.0,0.0,,0.0,0.0,6.89493966912e-27
1490536605903516930,,136,,1490536605,900610965,'',,,1.56859877473e-28,0.0,0.0,,0.0,0.0,4.82645776839e-27
1490536606005704127,,137,,1490536606,610965,'',,,1.09801914231e-28,0.0,0.0,,0.0,0.0,3.37852043787e-27
1490536606103829648,,138,,1490536606,100610965,'',,,7.68613399616e-29,0.0,0.0,,0.0,0.0,2.36496430651e-27
1490536606206876477,,139,,1490536606,200610965,'',,,5.38029379731e-29,0.0,0.0,,0.0,0.0,1.65547501456e-27
1490536606304880737,,140,,1490536606,300610965,'',,,3.76620565812e-29,0.0,0.0,,0.0,0.0,1.15883251019e-27
1490536606403570738,,141,,1490536606,400610965,'',,,2.63634396068e-29,0.0,0.0,,0.0,0.0,8.11182757133e-28
1490536606505589323,,142,,1490536606,500610965,'',,,1.84544077248e-29,0.0,0.0,,0.0,0.0,5.67827929993e-28
1490536606603799671,,143,,1490536606,600610965,'',,,1.29180854073e-29,0.0,0.0,,0.0,0.0,3.97479550995e-28
1490536606706325449,,144,,1490536606,700610965,'',,,9.04265978514e-30,0.0,0.0,,0.0,0.0,2.78235685697e-28
1490536606804361557,,145,,1490536606,800610965,'',,,6.3298618496e-30,0.0,0.0,,0.0,0.0,1.94764979988e-28
1490536606906983707,,146,,1490536606,901610965,'',,,4.43090329472e-30,0.0,0.0,,0.0,0.0,1.36335485991e-28
1490536607005232923,,147,,1490536607,1610965,'',,,3.1016323063e-30,0.0,0.0,,0.0,0.0,9.54348401939e-29
1490536607107691885,,148,,1490536607,101610965,'',,,2.17114261441e-30,0.0,0.0,,0.0,0.0,6.68043881357e-29
1490536607205916225,,149,,1490536607,201610965,'',,,1.51979983009e-30,0.0,0.0,,0.0,0.0,4.6763071695e-29
1490536607308706963,,150,,1490536607,302698081,'',,,1.06385988106e-30,0.0,0.0,,0.0,0.0,3.27341501865e-29
1490536607406879955,,151,,1490536607,402698081,'',,,7.44701916743e-31,0.0,0.0,,0.0,0.0,2.29139051306e-29
1490536607508974476,,152,,1490536607,502698081,'',,,5.2129134172e-31,0.0,0.0,,0.0,0.0,1.60397335914e-29
1490536607607219108,,153,,1490536607,602698081,'',,,3.64903939204e-31,0.0,0.0,,0.0,0.0,1.1227813514e-29
1490536607705791029,,154,,1490536607,702698081,'',,,2.55432757443e-31,0.0,0.0,,0.0,0.0,7.85946945978e-30
1490536607808106338,,155,,1490536607,802698081,'',,,1.7880293021e-31,0.0,0.0,,0.0,0.0,5.50162862185e-30
1490536607906039342,,156,,1490536607,902698081,'',,,1.25162051147e-31,0.0,0.0,,0.0,0.0,3.85114003529e-30
1490536608008396220,,157,,1490536608,3698081,'',,,8.76134358029e-32,0.0,0.0,,0.0,0.0,2.69579802471e-30
1490536608107002652,,158,,1490536608,103698081,'',,,6.1329405062e-32,0.0,0.0,,0.0,0.0,1.88705861729e-30
1490536608209100186,,159,,1490536608,203698081,'',,,4.29305835434e-32,0.0,0.0,,0.0,0.0,1.32094103211e-30
1490536608307280078,,160,,1490536608,303698081,'',,,3.00514084804e-32,0.0,0.0,,0.0,0.0,9.24658722474e-31
1490536608406082866,,161,,1490536608,403698081,'',,,2.10359859363e-32,0.0,0.0,,0.0,0.0,6.47261105732e-31
1490536608508843796,,162,,1490536608,503698081,'',,,1.47251901554e-32,0.0,0.0,,0.0,0.0,4.53082774012e-31
1490536608606638332,,163,,1490536608,603698081,'',,,1.03076331088e-32,0.0,0.0,,0.0,0.0,3.17157941809e-31
1490536608709188806,,164,,1490536608,703698081,'',,,7.21534317614e-33,0.0,0.0,,0.0,0.0,2.22010559266e-31
1490536608807127762,,165,,1490536608,803698081,'',,,5.0507402233e-33,0.0,0.0,,0.0,0.0,1.55407391486e-31
1490536608909850855,,166,,1490536608,903698081,'',,,3.53551815631e-33,0.0,0.0,,0.0,0.0,1.0878517404e-31
1490536609007836444,,167,,1490536609,4698081,'',,,2.47486270942e-33,0.0,0.0,,0.0,0.0,7.61496218282e-32
1490536609110484489,,168,,1490536609,104698081,'',,,1.73240389659e-33,0.0,0.0,,0.0,0.0,5.33047352798e-32
1490536609208768121,,169,,1490536609,204698081,'',,,1.21268272761e-33,0.0,0.0,,0.0,0.0,3.73133146958e-32
1490536609311122851,,170,,1490536609,304698081,'',,,8.4887790933e-34,0.0,0.0,,0.0,0.0,2.61193202871e-32
1490536609409268435,,171,,1490536609,404698081,'',,,5.94214536531e-34,0.0,0.0,,0.0,0.0,1.8283524201e-32
1490536609511904745,,172,,1490536609,504698081,'',,,4.15950175572e-34,0.0,0.0,,0.0,0.0,1.27984669407e-32
1490536609610227281,,173,,1490536609,604698081,'',,,2.911651229e-34,0.0,0.0,,0.0,0.0,8.95892685847e-33
1490536609708525961,,174,,1490536609,704698081,'',,,2.0381558603e-34,0.0,0.0,,0.0,0.0,6.27124880093e-33
1490536609810825251,,175,,1490536609,805912036,'',,,1.42670910221e-34,0.0,0.0,,0.0,0.0,4.38987416065e-33
1490536609909317395,,176,,1490536609,905912036,'',,,9.98696371548e-35,0.0,0.0,,0.0,0.0,3.07291191246e-33
1490536610011239189,,177,,1490536610,6912036,'',,,6.99087460084e-35,0.0,0.0,,0.0,0.0,2.15103833872e-33
1490536610109902561,,178,,1490536610,106912036,'',,,4.89361222058e-35,0.0,0.0,,0.0,0.0,1.5057268371e-33
1490536610211951242,,179,,1490536610,206912036,'',,,3.42552855441e-35,0.0,0.0,,0.0,0.0,1.05400878597e-33
1490536610310063982,,180,,1490536610,306912036,'',,,2.39786998809e-35,0.0,0.0,,0.0,0.0,7.3780615018e-34
1490536610413089320,,181,,1490536610,406912036,'',,,1.67850899166e-35,0.0,0.0,,0.0,0.0,5.16464305126e-34
1490536610512057085,,182,,1490536610,506912036,'',,,1.17495629416e-35,0.0,0.0,,0.0,0.0,3.61525013588e-34
1490536610609474629,,183,,1490536610,606912036,'',,,8.22469405914e-36,0.0,0.0,,0.0,0.0,2.53067509512e-34
